seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	46152131	46152184	54	*	X00361	60313	46092976	46152302	59327	-	0	inside	117	GPBP1L1
chr1	46153625	46153997	373	*	X00362	51249	46153847	46160108	6262	+	0	overlapStart	0	TMEM69
chr1	46153625	46153997	373	*	X00362	60313	46092976	46152302	59327	-	1322	upstream	1322	GPBP1L1
chr1	46269271	46269374	104	*	X00363	23139	46269285	46501796	232512	+	0	overlapStart	0	MAST2
chr1	46269388	46269404	17	*	X00364	23139	46269285	46501796	232512	+	0	inside	102	MAST2
chr1	46668788	46668933	146	*	X00367	541468	46669006	46686928	17923	+	72	upstream	72	LURAP1
chr1	46713320	46713438	119	*	X00368	8438	46713367	46744145	30779	+	0	overlapStart	0	RAD54L
chr1	46768786	46769129	344	*	X00369	10489	46744072	46769038	24967	-	0	overlapStart	0	LRRC41
chr1	46768786	46769129	344	*	X00369	7388	46769380	46782447	13068	+	250	upstream	250	UQCRH
chr1	46769204	46769229	26	*	X00370	10489	46744072	46769038	24967	-	165	upstream	165	LRRC41
chr1	46769204	46769229	26	*	X00370	7388	46769380	46782447	13068	+	150	upstream	150	UQCRH
chr1	46769243	46769258	16	*	X00371	10489	46744072	46769038	24967	-	204	upstream	204	LRRC41
chr1	46769243	46769258	16	*	X00371	7388	46769380	46782447	13068	+	121	upstream	121	UQCRH
chr1	46859847	46860037	191	*	X00373	2166	46859939	46879520	19582	+	0	overlapStart	0	FAAH
chr1	47133887	47134291	405	*	X00376	64756	47100711	47134099	33389	-	0	overlapStart	0	ATPAF1
chr1	47799328	47799431	104	*	X00377	51727	47799469	47844511	45043	+	37	upstream	37	CMPK1
chr1	47799539	47799646	108	*	X00378	51727	47799469	47844511	45043	+	0	inside	69	CMPK1
chr1	48937649	48937684	36	*	X00383	54558	48761044	48937876	176833	-	0	inside	191	SPATA6
chr1	49242387	49242387	1	*	X00384	79656	49193540	49242547	49008	-	0	inside	159	BEND5
chr1	49242431	49242506	76	*	X00385	79656	49193540	49242547	49008	-	0	inside	40	BEND5
chr1	49242532	49242567	36	*	X00386	79656	49193540	49242547	49008	-	0	overlapStart	0	BEND5
chr1	49242669	49242717	49	*	X00387	79656	49193540	49242547	49008	-	121	upstream	121	BEND5
chr1	49242753	49242778	26	*	X00388	79656	49193540	49242547	49008	-	205	upstream	205	BEND5
chr1	51433792	51433811	20	*	X00389	1031	51433608	51440309	6702	+	0	inside	183	CDKN2C
chr1	51433865	51433884	20	*	X00390	1031	51433608	51440309	6702	+	0	inside	256	CDKN2C
chr1	51985163	51985259	97	*	X00397	2060	51819935	51984995	165061	-	167	upstream	167	EPS15
chr1	52344272	52344405	134	*	X00398	4898	52254866	52344609	89744	-	0	inside	203	NRDC
chr1	52520759	52520778	20	*	X00399	91408	52521857	52556388	34532	+	1078	upstream	1078	BTF3L4
chr1	52520817	52520870	54	*	X00400	91408	52521857	52556388	34532	+	986	upstream	986	BTF3L4
chr1	52607744	52607802	59	*	X00401	9372	52607766	52812358	204593	+	0	overlapStart	0	ZFYVE9
chr1	52831670	52831875	206	*	X00403	200014	52816265	52831877	15613	-	0	inside	1	CC2D1B
chr1	53192175	53192299	125	*	X00406	79699	53192131	53293013	100883	+	0	inside	43	ZYG11B
chr1	53308203	53308262	60	*	X00407	440590	53308183	53360247	52065	+	0	inside	19	ZYG11A
chr1	53308275	53308373	99	*	X00408	440590	53308183	53360247	52065	+	0	inside	91	ZYG11A
chr1	53308443	53308942	500	*	X00409	440590	53308183	53360247	52065	+	0	inside	259	ZYG11A
chr1	53392939	53393130	192	*	X00411	55268	53361582	53392851	31270	-	87	upstream	87	ECHDC2
chr1	53392939	53393130	192	*	X00411	6342	53392901	53517289	124389	+	0	inside	37	SCP2
chr1	53685896	53686466	571	*	X00413	54987	53679772	53686289	6518	-	0	overlapStart	0	CZIB
chr1	53704124	53704271	148	*	X00414	100507564	53704282	53708455	4174	+	10	upstream	10	MAGOH-DT
chr1	53704124	53704271	148	*	X00414	4116	53692564	53704282	11719	-	0	inside	10	MAGOH
chr1	54304000	54304181	182	*	X00419	55706	54231134	54304225	73092	-	0	inside	43	NDC1
chr1	54411249	54411434	186	*	X00420	115353	54411999	54433841	21843	+	564	upstream	564	LRRC42
chr1	54411249	54411434	186	*	X00420	51668	54387234	54411288	24055	-	0	overlapStart	0	HSPB11
chr1	54411739	54411756	18	*	X00421	115353	54411999	54433841	21843	+	242	upstream	242	LRRC42
chr1	54411739	54411756	18	*	X00421	51668	54387234	54411288	24055	-	450	upstream	450	HSPB11
chr1	54411774	54411787	14	*	X00422	115353	54411999	54433841	21843	+	211	upstream	211	LRRC42
chr1	54411774	54411787	14	*	X00422	51668	54387234	54411288	24055	-	485	upstream	485	HSPB11
chr1	54411820	54411848	29	*	X00423	115353	54411999	54433841	21843	+	150	upstream	150	LRRC42
chr1	54411820	54411848	29	*	X00423	51668	54387234	54411288	24055	-	531	upstream	531	HSPB11
chr1	54412040	54412065	26	*	X00424	115353	54411999	54433841	21843	+	0	inside	40	LRRC42
chr1	54412040	54412065	26	*	X00424	51668	54387234	54411288	24055	-	751	upstream	751	HSPB11
chr1	54412089	54412134	46	*	X00425	115353	54411999	54433841	21843	+	0	inside	89	LRRC42
chr1	54412089	54412134	46	*	X00425	51668	54387234	54411288	24055	-	800	upstream	800	HSPB11
chr1	55181320	55181723	404	*	X00429	7268	55181495	55208328	26834	+	0	overlapStart	0	TTC4
chr1	55352822	55352861	40	*	X00431	1718	55315300	55352921	37622	-	0	inside	59	DHCR24
chr1	55680953	55681372	420	*	X00432	100507634	55681081	55683128	2048	+	0	overlapStart	0	LOC100507634
chr1	55680953	55681372	420	*	X00432	23358	55532032	55681039	149008	-	0	overlapStart	0	USP24
chr1	57044912	57045176	265	*	X00433	8613	56960419	57045257	84839	-	0	inside	80	PLPP3
chr1	59012263	59012335	73	*	X00434	115209	58939504	59012446	72943	-	0	inside	110	OMA1
chr1	59012263	59012335	73	*	X00434	1600	57463579	59012446	1548868	-	0	inside	110	DAB1
chr1	59012347	59012608	262	*	X00435	115209	58939504	59012446	72943	-	0	overlapStart	0	OMA1
chr1	59012347	59012608	262	*	X00435	1600	57463579	59012446	1548868	-	0	overlapStart	0	DAB1
chr1	59165635	59165800	166	*	X00436	114803	59120411	59165747	45337	-	0	overlapStart	0	MYSM1
chr1	59250635	59250893	259	*	X00439	100131060	59250823	59365384	114562	+	0	overlapStart	0	LINC01135
chr1	59250635	59250893	259	*	X00439	3725	59246463	59249785	3323	-	849	upstream	849	JUN
chr1	59762143	59762296	154	*	X00440	55277	59762625	60228402	465778	+	328	upstream	328	FGGY
chr1	59762647	59762689	43	*	X00441	55277	59762625	60228402	465778	+	0	inside	21	FGGY
chr1	59762708	59762800	93	*	X00442	55277	59762625	60228402	465778	+	0	inside	82	FGGY
chr1	61542539	61542616	78	*	X00444	4774	61542946	61928460	385515	+	329	upstream	329	NFIA
chr1	61542769	61542798	30	*	X00445	4774	61542946	61928460	385515	+	147	upstream	147	NFIA
chr1	62190631	62190915	285	*	X00449	83941	62146719	62191095	44377	-	0	inside	179	TM2D1
chr1	62901797	62902022	226	*	X00450	7398	62901975	62917475	15501	+	0	overlapStart	0	USP1
chr1	63153737	63153754	18	*	X00453	85440	62920397	63154039	233643	-	0	inside	284	DOCK7
chr1	63153809	63153849	41	*	X00454	85440	62920397	63154039	233643	-	0	inside	189	DOCK7
chr1	63153995	63154300	306	*	X00455	85440	62920397	63154039	233643	-	0	overlapStart	0	DOCK7
chr1	63249673	63249918	246	*	X00456	84938	63249777	63330941	81165	+	0	overlapStart	0	ATG4C
chr1	63782730	63782744	15	*	X00457	199899	63624754	63782901	158148	-	0	inside	156	LINC00466
chr1	63833309	63833533	225	*	X00458	29929	63833261	63904233	70973	+	0	inside	47	ALG6
chr1	63988772	63989260	489	*	X00459	23421	63906441	63988944	82504	-	0	overlapStart	0	ITGB3BP
chr1	63988772	63989260	489	*	X00459	84455	63989013	64038364	49352	+	0	overlapStart	0	EFCAB7
chr1	64059217	64059669	453	*	X00460	5236	64058947	64125916	66970	+	0	inside	269	PGM1
chr1	65720190	65720344	155	*	X00466	9829	65720148	65881552	161405	+	0	inside	41	DNAJC6
chr1	65886386	65886615	230	*	X00467	3953	65886131	66103176	217046	+	0	inside	254	LEPR
chr1	65886386	65886615	230	*	X00467	54741	65886131	65901690	15560	+	0	inside	254	LEPROT
chr1	67519889	67519932	44	*	X00470	23169	67465015	67520080	55066	-	0	inside	147	SLC35D1
chr1	67773011	67773043	33	*	X00471	3595	67773047	67862583	89537	+	3	upstream	3	IL12RB2
chr1	67896224	67896228	5	*	X00472	26135	67873493	67896123	22631	-	100	upstream	100	SERBP1
chr1	68297655	68297676	22	*	X00473	100289178	68297971	68668670	370700	+	294	upstream	294	GNG12-AS1
chr1	68297803	68298064	262	*	X00474	100289178	68297971	68668670	370700	+	0	overlapStart	0	GNG12-AS1
chr1	68698090	68698256	167	*	X00475	79971	68564142	68698284	134143	-	0	inside	27	WLS
chr1	68962659	68962815	157	*	X00476	55635	68939835	68962799	22965	-	0	overlapStart	0	DEPDC1
chr1	68962852	68962874	23	*	X00477	55635	68939835	68962799	22965	-	52	upstream	52	DEPDC1
chr1	70032923	70032950	28	*	X00478	57554	70032868	70589171	556304	+	0	inside	54	LRRC7
chr1	70032992	70033007	16	*	X00479	57554	70032868	70589171	556304	+	0	inside	123	LRRC7
chr1	70033040	70033110	71	*	X00480	57554	70032868	70589171	556304	+	0	inside	171	LRRC7
chr1	70033144	70033180	37	*	X00481	57554	70032868	70589171	556304	+	0	inside	275	LRRC7
chr1	70671215	70671258	44	*	X00482	55631	70610485	70671361	60877	-	0	inside	102	LRRC40
chr1	70671215	70671258	44	*	X00482	9295	70671365	70717701	46337	+	106	upstream	106	SRSF11
chr1	70671271	70671491	221	*	X00483	55631	70610485	70671361	60877	-	0	overlapStart	0	LRRC40
chr1	70671271	70671491	221	*	X00483	9295	70671365	70717701	46337	+	0	overlapStart	0	SRSF11
chr1	70820219	70820604	386	*	X00486	11147	70820493	70833705	13213	+	0	overlapStart	0	HHLA3
chr1	70820219	70820604	386	*	X00486	81573	70724685	70820417	95733	-	0	overlapStart	0	ANKRD13C
chr1	70820825	70820872	48	*	X00487	81573	70724685	70820417	95733	-	407	upstream	407	ANKRD13C
chr1	70876893	70877043	151	*	X00488	1491	70876901	70905534	28634	+	0	overlapStart	0	CTH
chr1	72748658	72748715	58	*	X00489	257194	71868625	72748405	879781	-	252	upstream	252	NEGR1
chr1	72749178	72749592	415	*	X00490	257194	71868625	72748405	879781	-	772	upstream	772	NEGR1
chr1	74663900	74664113	214	*	X00491	100526835	74663896	75010116	346221	+	0	inside	3	FPGT-TNNI3K
chr1	74663900	74664113	214	*	X00491	127255	74491702	74663871	172170	-	28	upstream	28	LRRIQ3
chr1	74663900	74664113	214	*	X00491	8790	74663896	74674148	10253	+	0	inside	3	FPGT
chr1	75198695	75199108	414	*	X00492	127253	75198836	75232360	33525	+	0	overlapStart	0	TYW3
chr1	75198695	75199108	414	*	X00492	1429	75171172	75199092	27921	-	0	overlapStart	0	CRYZ
chr1	76190168	76190552	385	*	X00496	34	76190043	76229355	39313	+	0	inside	124	ACADM
chr1	76251877	76252092	216	*	X00497	26805	76253574	76253657	84	+	1481	upstream	1481	SNORD45A
chr1	76251877	76252092	216	*	X00497	5876	76251879	76260775	8897	+	0	overlapStart	0	RABGGTB
chr1	76251877	76252092	216	*	X00497	692085	76252757	76252834	78	+	664	upstream	664	SNORD45C
chr1	76251794	76251804	11	*	X00498	26805	76253574	76253657	84	+	1769	upstream	1769	SNORD45A
chr1	76251794	76251804	11	*	X00498	5876	76251879	76260775	8897	+	74	upstream	74	RABGGTB
chr1	76251794	76251804	11	*	X00498	692085	76252757	76252834	78	+	952	upstream	952	SNORD45C
chr1	77685148	77685170	23	*	X00503	10026	77554667	77685132	130466	-	15	upstream	15	PIGK
chr1	78148827	78148837	11	*	X00506	26009	78030190	78149104	118915	-	0	inside	266	ZZZ3
chr1	78149259	78149278	20	*	X00507	26009	78030190	78149104	118915	-	154	upstream	154	ZZZ3
chr1	78445193	78445210	18	*	X00508	11080	78444934	78482995	38062	+	0	inside	258	DNAJB4
chr1	78445193	78445210	18	*	X00508	8880	78412167	78444777	32611	-	415	upstream	415	FUBP1
chr1	84464729	84464896	168	*	X00510	79739	84335057	84464833	129777	-	0	overlapStart	0	TTLL7
chr1	84464949	84465035	87	*	X00511	79739	84335057	84464833	129777	-	115	upstream	115	TTLL7
chr1	84543263	84543823	561	*	X00512	5567	84543745	84704181	160437	+	0	overlapStart	0	PRKACB
chr1	84764146	84764302	157	*	X00513	148418	84764049	84816481	52433	+	0	inside	96	SAMD13
chr1	84764338	84764365	28	*	X00514	148418	84764049	84816481	52433	+	0	inside	288	SAMD13
chr1	84944927	84944960	34	*	X00517	80135	84944920	84964033	19114	+	0	inside	6	RPF1
chr1	84944980	84945177	198	*	X00518	80135	84944920	84964033	19114	+	0	inside	59	RPF1
chr1	85725353	85725368	16	*	X00521	148423	85715637	85725355	9719	-	0	overlapStart	0	C1orf52
chr1	86046172	86046347	176	*	X00525	3491	86046444	86049648	3205	+	96	upstream	96	CCN1
chr1	86046480	86046595	116	*	X00526	3491	86046444	86049648	3205	+	0	inside	35	CCN1
chr1	86046616	86046628	13	*	X00527	3491	86046444	86049648	3205	+	0	inside	171	CCN1
chr1	87380329	87380465	137	*	X00528	9403	87328128	87380107	51980	-	221	upstream	221	SELENOF
chr1	87380329	87380465	137	*	X00528	9653	87380335	87575681	195347	+	0	overlapStart	0	HS2ST1
chr1	87380483	87380524	42	*	X00529	9403	87328128	87380107	51980	-	375	upstream	375	SELENOF
chr1	87380483	87380524	42	*	X00529	9653	87380335	87575681	195347	+	0	inside	147	HS2ST1
chr1	87380547	87380583	37	*	X00530	9403	87328128	87380107	51980	-	439	upstream	439	SELENOF
chr1	87380547	87380583	37	*	X00530	9653	87380335	87575681	195347	+	0	inside	211	HS2ST1
chr1	87380601	87380636	36	*	X00531	9403	87328128	87380107	51980	-	493	upstream	493	SELENOF
chr1	87380601	87380636	36	*	X00531	9653	87380335	87575681	195347	+	0	inside	265	HS2ST1
chr1	87381175	87381268	94	*	X00532	9403	87328128	87380107	51980	-	1067	upstream	1067	SELENOF
chr1	87381374	87381427	54	*	X00533	9403	87328128	87380107	51980	-	1266	upstream	1266	SELENOF
chr1	89150016	89150035	20	*	X00535	5586	89149922	89301938	152017	+	0	inside	93	PKN2
chr1	89357057	89357405	349	*	X00536	2959	89318321	89357301	38981	-	0	overlapStart	0	GTF2B
chr1	89458123	89458357	235	*	X00537	494115	89445139	89458643	13505	-	0	inside	285	RBMXL1
chr1	89458123	89458357	235	*	X00537	56267	89401456	89458643	57188	-	0	inside	285	KYAT3
chr1	89458873	89458931	59	*	X00538	494115	89445139	89458643	13505	-	229	upstream	229	RBMXL1
chr1	89458873	89458931	59	*	X00538	56267	89401456	89458643	57188	-	229	upstream	229	KYAT3
chr1	90286330	90286345	16	*	X00539	55144	90286573	90401989	115417	+	227	upstream	227	LRRC8D
chr1	90460688	90461080	393	*	X00541	284695	90460678	90494094	33417	+	0	inside	9	ZNF326
chr1	90460688	90461080	393	*	X00541	492303	90458824	90460525	1702	-	162	upstream	162	GEMIN8P4
chr1	90461102	90461166	65	*	X00542	492303	90458824	90460525	1702	-	576	upstream	576	GEMIN8P4
chr1	91487537	91487767	231	*	X00543	84146	91380857	91487812	106956	-	0	inside	44	ZNF644
chr1	92764207	92764646	440	*	X00545	11146	92711955	92764566	52612	-	0	overlapStart	0	GLMN
chr1	92764207	92764646	440	*	X00545	79871	92764522	92853732	89211	+	0	overlapStart	0	RPAP2
chr1	93297407	93297592	186	*	X00550	6125	93297594	93307481	9888	+	1	upstream	1	RPL5
chr1	93544538	93544986	449	*	X00551	22823	93544792	93604638	59847	+	0	overlapStart	0	MTF2
chr1	93811151	93811588	438	*	X00552	100131564	93775666	93811368	35703	-	0	overlapStart	0	CCDC18-AS1
chr1	93811151	93811588	438	*	X00552	1810	93811478	93828148	16671	+	0	overlapStart	0	DR1
chr1	93913674	93913689	16	*	X00553	54874	93913688	94020218	106531	+	0	overlapStart	0	FNBP1L
chr1	93913716	93913812	97	*	X00554	54874	93913688	94020218	106531	+	0	inside	27	FNBP1L
chr1	94312817	94312865	49	*	X00556	8412	94027343	94312706	285364	-	110	upstream	110	BCAR3
chr1	94312896	94313314	419	*	X00557	8412	94027343	94312706	285364	-	189	upstream	189	BCAR3
chr1	94344639	94344835	197	*	X00558	30836	94335014	94344762	9749	-	0	overlapStart	0	DNTTIP2
chr1	94344856	94344912	57	*	X00559	30836	94335014	94344762	9749	-	93	upstream	93	DNTTIP2
chr1	94883977	94884014	38	*	X00568	5825	94883933	94984219	100287	+	0	inside	43	ABCD3
chr1	95538173	95538298	126	*	X00570	199857	95448279	95538507	90229	-	0	inside	208	ALG14
chr1	95538335	95538724	390	*	X00571	199857	95448279	95538507	90229	-	0	overlapStart	0	ALG14
chr1	95538760	95538822	63	*	X00572	199857	95448279	95538507	90229	-	252	upstream	252	ALG14
chr1	95699739	95699906	168	*	X00573	25950	95699711	95712781	13071	+	0	inside	27	RWDD3
chr1	100315556	100315876	321	*	X00574	178	100315640	100389579	73940	+	0	overlapStart	0	AGL
chr1	100435313	100435709	397	*	X00575	23443	100435345	100492534	57190	+	0	overlapStart	0	SLC35A3
chr1	100503449	100503832	384	*	X00576	64645	100503789	100548929	45141	+	0	overlapStart	0	MFSD14A
chr1	100598502	100598561	60	*	X00577	163786	100549102	100598511	49410	-	0	overlapStart	0	SASS6
chr1	100598502	100598561	60	*	X00577	54482	100598706	100616054	17349	+	144	upstream	144	TRMT13
chr1	100731599	100731609	11	*	X00578	8634	100731714	100758325	26612	+	104	upstream	104	RTCA
chr1	100731639	100731752	114	*	X00579	8634	100731714	100758325	26612	+	0	overlapStart	0	RTCA
chr1	100731873	100731897	25	*	X00580	8634	100731714	100758325	26612	+	0	inside	158	RTCA
chr1	101361554	101361751	198	*	X00581	148867	101361632	101447311	85680	+	0	overlapStart	0	SLC30A7
chr1	101361554	101361751	198	*	X00581	2135	101337928	101360735	22808	-	818	upstream	818	EXTL2
chr1	101491272	101491560	289	*	X00582	51611	101455180	101491644	36465	-	0	inside	83	DPH5
chr1	107682842	107682931	90	*	X00583	22854	107682629	108024475	341847	+	0	inside	212	NTNG1
chr1	108508524	108508622	99	*	X00584	10451	108113782	108507545	393764	-	978	upstream	978	VAV3
chr1	108742727	108742763	37	*	X00585	29957	108677344	108742980	65637	-	0	inside	216	SLC25A24
chr1	109102454	109102477	24	*	X00586	284611	109102971	109181949	78979	+	493	upstream	493	FAM102B
chr1	109235030	109235108	79	*	X00587	55119	109234932	109244422	9491	+	0	inside	97	PRPF38B
chr1	109289072	109289104	33	*	X00588	6814	109289285	109352148	62864	+	180	upstream	180	STXBP3
chr1	109289117	109289192	76	*	X00589	6814	109289285	109352148	62864	+	92	upstream	92	STXBP3
chr1	109289256	109289730	475	*	X00590	6814	109289285	109352148	62864	+	0	overlapStart	0	STXBP3
chr1	109505712	109506112	401	*	X00593	23155	109472130	109506121	33992	-	0	inside	8	CLCC1
chr1	109505712	109506112	401	*	X00593	254268	109358520	109506121	147602	-	0	inside	8	AKNAD1
chr1	109584498	109584739	242	*	X00594	22911	109512838	109584850	72013	-	0	inside	110	WDR47
chr1	109618609	109618656	48	*	X00595	6884	109606998	109618624	11627	-	0	overlapStart	0	TAF13
chr1	109633162	109633540	379	*	X00596	56900	109633403	109639554	6152	+	0	overlapStart	0	TMEM167B
chr1	109642659	109643115	457	*	X00597	677766	109642815	109643234	420	+	0	overlapStart	0	SCARNA2
chr1	109756569	109756606	38	*	X00599	6301	109756515	109780804	24290	+	0	inside	53	SARS1
chr1	109825838	109825864	27	*	X00601	84722	109822176	109825808	3633	-	29	upstream	29	PSRC1
chr1	109968853	109969111	259	*	X00602	5686	109941653	109969108	27456	-	0	overlapStart	0	PSMA5
chr1	110026258	110026423	166	*	X00603	127002	110026561	110035420	8860	+	137	upstream	137	ATXN7L2
chr1	110026560	110026990	431	*	X00604	127002	110026561	110035420	8860	+	0	overlapStart	0	ATXN7L2
chr1	110052270	110052534	265	*	X00605	57463	110049446	110052336	2891	-	0	overlapStart	0	AMIGO1
chr1	110880900	110880911	12	*	X00607	64783	110881945	110889303	7359	+	1033	upstream	1033	RBM15
chr1	110950041	110950061	21	*	X00608	101410535	110950431	110958896	8466	+	369	upstream	369	LAMTOR5-AS1
chr1	110950077	110950432	356	*	X00609	101410535	110950431	110958896	8466	+	0	overlapStart	0	LAMTOR5-AS1
chr1	110950077	110950432	356	*	X00609	10542	110943877	110950546	6670	-	0	inside	113	LAMTOR5
chr1	111506412	111506573	162	*	X00615	55791	111489812	111506566	16755	-	0	overlapStart	0	LRIF1
chr1	111506810	111506884	75	*	X00616	55791	111489812	111506566	16755	-	243	upstream	243	LRIF1
chr1	111682740	111682750	11	*	X00617	128338	111659954	111682838	22885	-	0	inside	87	DRAM2
chr1	111682772	111682900	129	*	X00618	128338	111659954	111682838	22885	-	0	overlapStart	0	DRAM2
chr1	111889284	111889337	54	*	X00619	128344	111889195	111895639	6445	+	0	inside	88	PIFO
chr1	112282008	112282025	18	*	X00621	100506343	112282463	112290420	7958	+	437	upstream	437	INKA2-AS1
chr1	112298389	112298656	268	*	X00622	11218	112298190	112310199	12010	+	0	inside	198	DDX20
chr1	112298389	112298656	268	*	X00622	55924	112264686	112298419	33734	-	0	overlapStart	0	INKA2
chr1	113498507	113498840	334	*	X00626	6566	113454470	113498975	44506	-	0	inside	134	SLC16A1
chr1	113498970	113499122	153	*	X00627	6566	113454470	113498975	44506	-	0	overlapStart	0	SLC16A1
chr1	114354694	114354949	256	*	X00631	54665	114304454	114355070	50617	-	0	inside	120	RSBN1
chr1	114355175	114355295	121	*	X00632	54665	114304454	114355070	50617	-	104	upstream	104	RSBN1
chr1	114447893	114448036	144	*	X00633	10717	114437371	114447741	10371	-	151	upstream	151	AP4B1
chr1	114447893	114448036	144	*	X00633	64858	114447915	114456708	8794	+	0	overlapStart	0	DCLRE1B
chr1	114472062	114472242	181	*	X00634	204851	114471996	114520491	48496	+	0	inside	65	HIPK1
chr1	115053890	115054067	178	*	X00637	51592	114935399	115053781	118383	-	108	upstream	108	TRIM33
chr1	115259300	115259428	129	*	X00638	4893	115247085	115259515	12431	-	0	inside	86	NRAS
chr1	115259547	115259560	14	*	X00639	4893	115247085	115259515	12431	-	31	upstream	31	NRAS
chr1	115300517	115300651	135	*	X00641	7812	115259534	115300671	41138	-	0	inside	19	CSDE1
chr1	115300694	115300713	20	*	X00642	7812	115259534	115300671	41138	-	22	upstream	22	CSDE1
chr1	115323162	115323173	12	*	X00643	80143	115312105	115323308	11204	-	0	inside	134	SIKE1
